book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
278,430,2,7526,418,10,1,2000,106,4
252,441,1,12097,198,3,9,2011,199,4
1873,212,2,13696,606,5,5,2003,57,1
114,18,5,21302,264,1,11,2020,145,7
444,396,1,14516,359,10,27,2010,196,1
182,370,9,28399,636,8,35,2021,45,3
1170,344,2,15266,165,7,44,2001,35,3
404,73,4,9172,146,4,28,2009,104,6
14,111,1,23861,216,10,14,2016,51,1
700,10,6,16673,368,5,1,2021,131,6
1741,442,7,7980,563,4,42,2009,94,6
1635,328,6,9672,631,6,44,2015,74,7
374,431,5,11913,547,7,4,2011,36,3
2942,191,6,11206,194,9,2,2011,59,5
1585,236,7,18419,649,1,38,2004,177,4
1889,187,2,17733,554,5,29,2021,169,2
2623,98,6,4886,522,5,21,2016,158,7
1939,319,2,3054,453,9,42,2003,29,2
2768,183,6,780,190,4,45,2006,158,6
2094,125,3,2793,326,2,37,2006,152,6
2263,240,6,4696,532,7,29,2016,177,1
36,206,7,18781,634,3,29,2013,80,7
2717,434,8,598,651,6,6,2007,200,5
190,136,7,12021,307,6,40,2003,98,2
485,358,7,25323,665,2,33,2006,97,6
1524,386,5,226,637,7,46,2001,95,1
2340,51,10,2227,358,9,46,2006,105,5
1875,352,3,12250,543,8,11,2009,12,5
1851,33,5,3855,656,1,46,2010,91,5
792,47,9,9461,552,8,35,2004,188,1
2906,47,2,14095,95,10,32,2009,185,7
939,39,5,11297,455,5,9,2005,23,3
717,430,3,24797,155,6,28,2014,168,1
1177,257,1,25864,485,9,13,2016,5,5
959,220,6,28931,369,4,34,2016,80,7
1912,55,9,11358,522,4,25,2006,137,2
457,447,9,13758,518,9,33,2018,35,4
1002,107,7,2844,357,7,19,2021,160,1
133,376,7,6825,519,2,39,2015,33,7
2179,392,6,15090,242,6,18,2001,198,4
2184,208,10,19076,167,4,2,2015,166,4
759,82,7,26224,456,7,18,2011,55,2
2441,391,8,15051,521,7,28,2001,43,5
1015,418,1,26757,148,4,32,2002,161,7
167,151,6,16192,103,6,29,2013,11,1
2131,361,8,1330,679,8,24,2014,37,6
529,425,8,20295,468,9,12,2000,194,2
1539,84,2,21231,442,5,18,2015,1,3
1680,335,1,27055,279,3,38,2001,199,4
2849,189,4,29638,275,4,12,2005,96,6
2681,14,7,19254,561,3,29,2011,56,5
2635,188,2,13540,547,2,2,2003,1,1
1955,44,10,6293,354,7,31,2003,56,3
1479,350,2,22969,692,8,36,2021,63,3
1222,231,6,7811,252,9,45,2007,85,7
2438,291,1,7690,392,1,29,2015,146,4
2280,142,7,22943,625,5,21,2015,138,6
2137,38,4,26157,180,6,29,2009,173,5
1892,419,9,27251,501,5,13,2003,2,5
1883,358,1,2591,300,5,3,2006,101,5
637,11,6,28311,138,2,50,2007,150,2
934,192,3,22370,622,6,50,2010,131,5
2644,387,1,3175,370,5,34,2001,154,5
1723,107,7,9027,336,5,18,2002,7,4
1969,314,1,7521,667,4,44,2011,93,6
447,397,7,10058,497,9,40,2006,30,1
1331,393,8,8307,446,7,5,2003,77,1
418,316,6,1417,206,9,34,2006,136,5
2927,397,1,18048,242,7,7,2013,140,4
2364,179,3,3198,299,9,1,2020,163,4
1690,78,6,17620,500,1,19,2005,6,3
622,5,2,6917,614,4,11,2012,161,5
168,66,7,841,362,7,9,2011,55,7
1696,440,5,3071,682,3,11,2016,141,1
1713,99,4,17977,289,4,33,2011,3,5
256,196,8,16594,456,1,30,2012,47,2
1423,158,8,5577,210,6,5,2009,192,2
16,277,6,28622,685,5,50,2018,36,7
496,237,10,2656,658,5,18,2016,184,6
120,391,9,540,284,9,27,2003,172,5
1548,163,5,7309,358,9,29,2014,58,3
2105,292,6,24949,174,4,41,2007,24,6
668,445,9,369,126,9,39,2014,103,7
2273,349,3,12699,103,4,40,2018,115,3
1040,312,3,13261,427,6,50,2017,68,2
657,254,8,11184,298,1,27,2000,83,1
755,58,5,14860,485,9,33,2003,58,7
1502,335,2,3510,203,5,31,2009,22,3
727,259,9,13358,196,1,33,2010,41,1
2338,181,10,17338,150,5,31,2013,165,2
1194,414,10,18647,463,9,15,2017,145,6
2027,309,2,15290,338,8,50,2005,26,6
330,279,1,2936,228,4,31,2013,19,2
2394,325,2,25582,457,10,5,2002,151,4
1897,308,10,1031,332,5,46,2008,18,7
838,205,2,27888,344,10,39,2017,84,1
141,369,5,6933,248,8,18,2017,153,5
856,145,4,17588,200,5,48,2018,12,1
198,48,1,13977,404,1,15,2000,46,4
1997,214,1,9198,623,2,21,2009,125,2
498,411,10,4947,313,8,21,2013,180,4
2035,364,4,25061,630,3,13,2020,142,1
1261,447,5,4631,549,8,7,2008,12,3
1305,133,10,2426,669,3,40,2014,176,1
1932,243,9,14121,161,10,46,2004,51,5
1507,335,4,16441,274,5,26,2012,102,6
2775,249,3,25281,267,1,19,2010,71,6
2497,133,2,9908,586,3,39,2006,70,2
2499,247,5,22998,556,6,30,2010,34,5
1395,284,6,29486,100,4,10,2002,112,1
425,424,7,25376,667,9,7,2010,54,7
2243,155,9,29296,214,9,35,2016,136,1
1566,121,9,366,76,9,4,2021,36,6
1108,411,3,25475,362,9,30,2003,126,7
905,317,4,11768,285,4,39,2001,151,5
702,35,2,19292,308,9,27,2002,95,3
914,75,8,22174,170,10,14,2003,102,6
705,147,4,11390,377,6,38,2020,101,3
11,53,3,21413,241,3,13,2006,152,3
794,182,4,19728,463,3,39,2014,172,7
1737,336,5,5222,561,6,39,2004,126,6
2285,177,8,16751,281,2,19,2000,122,7
464,265,7,28151,638,10,21,2001,145,2
1200,409,4,28924,361,7,22,2016,182,2
971,89,2,27092,244,4,6,2021,5,3
2805,130,4,25318,551,1,32,2010,23,6
1085,297,2,10493,155,7,5,2017,7,7
2721,428,1,16344,77,7,40,2002,172,2
1310,393,9,2201,496,8,37,2015,6,5
479,393,6,13995,362,5,45,2014,72,4
200,368,7,14445,452,1,8,2020,141,4
2119,270,5,28053,688,1,46,2010,188,1
266,339,7,5041,471,2,42,2019,137,6
2625,36,7,22042,528,5,40,2017,77,3
1227,429,6,5491,263,1,6,2008,179,1
568,301,4,28128,177,8,1,2007,150,7
2955,252,5,12849,344,9,13,2014,195,6
2995,82,2,7347,290,8,19,2013,90,4
918,118,8,7167,492,6,24,2000,110,2
2343,407,10,16733,150,7,31,2017,98,5
1466,246,4,20220,120,4,12,2017,181,5
505,449,2,24823,564,7,3,2018,163,3
1150,275,6,924,115,9,14,2011,5,3
688,216,3,28783,500,9,4,2002,55,4
2067,25,9,8212,142,4,20,2010,23,6
904,162,10,21885,178,9,32,2007,40,6
2222,239,6,17190,379,10,2,2009,193,4
2725,90,4,29102,358,5,28,2000,81,7
734,403,9,12738,103,2,36,2001,4,4
1708,125,8,28291,541,8,37,2006,110,2
627,414,3,12199,461,8,23,2005,83,3
597,428,5,17760,139,2,24,2003,52,2
1106,27,6,8396,350,5,37,2011,176,5
281,290,1,9672,631,9,49,2012,97,4
1350,232,6,12164,573,8,2,2021,7,4
1089,53,3,26201,450,8,3,2018,191,2
1239,350,2,531,572,9,41,2007,143,4
1927,238,6,28869,634,4,33,2003,125,2
2740,393,5,11765,142,9,11,2004,92,7
1239,23,3,4475,293,6,30,2003,99,4
1127,342,7,14215,137,5,50,2021,78,5
69,414,3,10646,529,2,33,2001,47,3
1599,320,4,458,665,1,7,2014,5,2
1597,374,6,13259,567,1,19,2017,132,1
2964,75,9,28726,609,8,4,2020,21,5
1914,415,2,14185,531,7,39,2018,62,7
972,178,9,8495,605,2,50,2020,66,7
898,5,5,25028,273,9,4,2005,74,3
1938,185,6,19149,500,9,15,2019,10,1
2993,253,10,23061,576,10,13,2013,115,3
2375,433,9,16532,669,5,8,2009,48,4
2461,449,7,17392,559,3,41,2008,161,5
1418,213,2,29961,118,6,33,2002,59,4
1661,17,10,2792,246,4,1,2004,198,6
1747,242,3,22698,459,1,15,2019,53,7
2000,237,2,2872,588,6,9,2001,182,6
1648,426,3,21741,627,1,40,2000,178,4
2715,301,1,3837,222,10,23,2012,151,1
2012,34,3,6011,583,8,25,2015,69,3
176,437,3,6367,226,4,27,2020,103,2
1218,165,9,4178,394,3,27,2013,83,7
1876,15,5,7482,657,9,27,2015,62,4
1604,150,6,6562,574,8,47,2004,66,5
418,333,9,5321,585,3,19,2007,30,5
157,152,2,9429,195,1,29,2019,122,7
1300,158,1,9588,310,6,33,2011,76,3
682,407,2,25798,569,8,1,2006,30,3
1175,34,8,10786,428,4,7,2021,31,3
1303,440,5,5734,612,10,34,2011,81,6
2237,324,6,25198,236,3,17,2002,121,1
2198,258,2,26053,248,4,27,2008,19,4
345,276,6,21745,187,8,3,2011,199,7
918,341,7,2223,546,9,38,2006,152,1
221,48,10,20306,654,9,23,2014,116,1
2281,147,3,4634,414,7,23,2001,78,7
1786,58,7,16654,281,3,18,2005,17,4
647,241,4,14204,453,10,40,2015,136,4
582,11,7,7307,375,7,31,2011,25,7
1097,301,5,5239,695,3,37,2017,200,5
733,157,9,418,88,3,10,2005,32,2
2486,87,4,24307,385,10,16,2004,113,3
2368,404,6,23951,406,7,41,2008,188,5
1121,307,9,990,643,7,17,2006,65,3
287,197,10,4456,698,10,18,2014,17,5
1748,278,7,29819,180,1,13,2016,134,5
563,182,2,10783,424,3,1,2003,105,1
1610,308,5,29609,274,6,17,2020,144,4
1401,448,10,27489,302,2,12,2010,91,7
1463,310,2,7314,604,4,29,2012,171,7
1681,420,1,18750,681,9,45,2021,90,7
304,196,1,7801,92,6,48,2014,119,4
308,243,8,15627,253,10,19,2013,138,1
238,147,3,9422,642,10,39,2020,122,3
1639,180,8,15491,504,2,43,2010,181,4
994,28,2,17523,85,8,12,2018,164,2
528,38,3,8090,675,6,47,2015,77,5
2984,419,7,21793,694,5,2,2011,101,1
2598,112,1,5953,198,2,40,2018,170,2
2246,321,7,21303,242,6,41,2001,99,3
1116,276,4,8475,699,8,2,2005,66,5
1976,135,7,28853,236,8,24,2013,64,3
35,400,4,26036,125,10,47,2018,52,2
871,359,7,4366,169,3,18,2007,176,3
2190,350,2,27926,175,6,33,2016,5,6
212,167,3,1471,202,6,23,2006,189,2
642,75,1,10690,656,8,17,2021,184,7
547,84,4,4771,436,10,21,2013,73,6
1616,314,8,9905,409,3,20,2009,51,1
306,348,8,21468,426,8,6,2005,90,2
519,9,7,23993,512,1,18,2001,101,6
2113,270,6,22627,347,1,23,2018,163,6
2926,133,5,13913,352,6,42,2010,20,1
2490,410,2,4665,362,6,48,2020,117,7
1392,156,7,2089,314,7,27,2011,158,4
1542,169,10,12322,522,4,5,2013,16,3
806,263,5,1382,190,6,23,2004,168,2
967,129,10,2981,140,10,29,2011,162,6
2546,249,6,8292,244,2,50,2004,14,6
750,167,1,587,129,4,25,2011,68,6
2569,176,1,1069,236,6,43,2006,174,5
79,23,5,3021,388,2,19,2018,73,6
1603,342,9,15580,110,7,35,2009,188,6
957,152,7,13398,406,4,27,2008,129,4
2150,427,2,10330,166,1,26,2020,141,3
43,140,1,26416,442,2,47,2018,171,1
1135,47,6,9134,119,9,7,2014,175,4
268,348,4,14522,476,8,31,2017,160,7
1936,400,5,10464,484,6,3,2012,38,5
213,393,10,20871,109,5,34,2003,117,7
82,105,3,7892,184,9,28,2014,136,6
1410,142,7,6999,519,9,44,2009,32,4
1360,65,6,23531,561,6,48,2012,126,4
2256,407,9,29590,486,7,37,2011,44,2
152,329,5,13213,114,2,3,2017,162,7
346,422,7,14112,301,5,10,2004,142,6
2286,283,3,2494,699,6,28,2001,153,5
2178,126,1,8415,590,5,43,2003,51,6
91,127,6,12457,428,5,47,2015,174,7
2034,60,7,29616,647,8,10,2013,121,2
1159,290,9,24324,103,10,15,2013,134,7
1983,176,2,16110,379,7,13,2009,82,5
2818,87,5,14068,198,3,9,2009,156,6
2633,49,1,29639,148,1,14,2002,100,2
893,409,9,7781,330,10,9,2000,185,5
497,72,8,4873,297,4,3,2016,74,2
2600,249,8,12530,408,6,8,2004,23,7
2386,99,5,1142,518,6,11,2008,135,4
159,9,8,10934,441,9,10,2008,182,1
491,253,6,3910,304,7,14,2008,21,4
1459,256,8,2007,395,9,12,2012,84,7
246,47,8,15609,545,7,37,2014,65,4
1980,270,3,19745,367,4,34,2019,10,6
1713,155,7,29154,560,1,30,2011,102,3
683,236,4,12000,599,5,43,2018,182,4
262,57,4,17160,449,9,21,2008,141,7
1553,42,5,2029,660,7,24,2003,145,1
2497,274,8,24961,481,5,37,2018,39,4
2097,106,10,22523,554,8,28,2014,74,1
1923,108,8,25960,221,1,39,2019,61,7
2809,133,1,18107,532,4,36,2017,46,2
34,38,7,11940,210,8,42,2013,190,5
1885,165,8,19381,346,8,31,2019,27,7
2686,112,4,17922,591,9,26,2007,130,7
559,113,6,29610,214,1,18,2010,180,3
1325,19,9,1165,439,3,30,2018,186,5
1424,20,5,22634,262,4,9,2021,60,7
832,25,5,11051,212,4,38,2020,59,1
346,444,5,7208,275,5,19,2000,67,1
756,116,3,17606,231,8,50,2011,27,3
1724,412,8,11581,667,2,34,2000,131,5
309,279,3,12237,302,9,35,2018,95,5
878,136,9,5806,339,10,41,2007,105,7
1735,35,1,10558,356,1,39,2015,45,5
463,182,8,15836,438,9,1,2002,154,5
1246,398,6,25203,587,1,16,2017,21,4
1410,266,3,4071,217,6,33,2017,81,7
141,370,9,18625,540,2,33,2021,177,6
2331,215,3,15532,546,3,36,2020,42,2
1145,401,3,5798,316,8,8,2017,4,5
1917,146,2,7716,370,1,6,2009,17,1
2461,215,5,33,215,1,36,2012,46,7
2489,433,6,21180,353,3,2,2010,169,5
1298,406,7,21700,497,3,5,2012,111,5
2558,145,9,27711,112,8,43,2014,120,1
1393,187,5,17027,293,10,33,2001,49,3
225,13,9,13818,374,7,20,2013,191,5
2998,113,9,6515,610,8,47,2018,25,1
268,192,5,4667,141,8,39,2011,191,1
2006,318,3,6538,147,2,49,2020,136,2
234,162,6,29801,113,10,9,2018,103,5
756,210,5,308,383,3,21,2014,130,7
2541,211,1,23598,217,2,50,2019,143,4
2499,339,7,16493,677,1,49,2015,103,4
255,133,8,20562,474,1,27,2021,39,5
2110,116,9,5824,258,9,22,2012,103,1
1308,443,4,7441,156,6,25,2005,189,4
2590,148,3,15414,270,3,8,2013,144,7
2793,195,9,17301,365,6,33,2004,176,4
1921,213,3,3860,172,10,5,2004,92,1
2743,189,10,28366,339,10,48,2019,148,5
1758,436,10,12363,470,7,21,2014,117,5
402,400,6,18206,654,9,26,2016,193,3
1426,305,6,11851,445,8,36,2011,105,5
2119,445,8,18034,318,2,15,2020,89,4
2373,353,4,12693,585,1,9,2018,187,7
2634,397,8,18378,552,6,3,2002,172,5
2592,375,5,26486,478,7,18,2007,130,1
186,282,8,14007,102,5,10,2009,167,1
324,131,7,13157,146,9,8,2010,8,1
1331,126,2,17230,215,5,42,2020,121,4
2329,364,9,4828,283,4,23,2012,12,5
2055,259,10,6043,503,6,34,2018,95,2
2045,114,7,1389,237,9,44,2005,60,2
2263,416,5,4545,422,3,39,2018,124,7
2548,321,8,28163,142,1,41,2001,148,1
532,393,3,545,616,1,1,2011,173,1
1704,295,2,9193,499,4,13,2016,38,3
2330,57,3,11822,292,10,37,2013,115,1
2625,99,4,12332,640,10,28,2006,124,3
741,84,4,23406,285,9,13,2005,141,1
2081,377,7,25502,432,1,40,2005,57,1
1844,129,3,26100,184,2,35,2017,86,7
124,151,8,9201,348,6,47,2010,46,6
1194,202,4,13246,530,7,22,2008,14,5
2110,401,3,19748,273,3,19,2000,200,2
2100,221,1,2311,121,1,49,2008,47,3
2147,433,2,14393,103,6,5,2017,81,1
2014,20,7,1332,439,8,4,2018,48,3
2968,245,10,10114,475,9,25,2002,19,7
2371,315,7,26816,205,4,5,2005,172,3
874,357,1,25394,281,4,43,2020,102,1
1745,306,6,25230,158,6,4,2015,144,2
2689,206,3,5435,334,3,10,2020,75,1
859,291,6,4186,555,9,34,2000,88,3
157,353,9,8334,172,2,26,2008,98,6
2619,202,3,27029,656,2,24,2018,92,1
1623,158,4,16963,478,6,49,2004,165,4
2704,177,2,24320,601,3,44,2006,80,1
2474,294,9,25277,471,2,5,2011,24,1
2797,359,4,24718,581,9,50,2002,95,6
1250,287,8,15224,601,3,4,2019,195,6
1870,303,5,2148,243,10,16,2005,119,6
1230,306,8,2485,312,1,38,2017,156,7
309,152,2,11806,553,4,2,2007,108,2
1767,312,2,14617,567,6,41,2012,195,3
477,417,1,18067,323,3,26,2001,55,2
2361,408,2,26404,610,10,9,2019,41,5
328,197,7,23929,236,8,25,2000,85,2
2914,398,3,29604,658,2,11,2012,68,2
84,80,7,6450,209,7,39,2010,55,5
1526,246,3,15647,257,10,15,2011,45,3
1127,143,7,18545,334,1,34,2009,161,7
1885,100,4,20459,397,3,27,2016,107,5
1107,164,9,7866,115,3,13,2011,104,4
2429,276,8,19824,493,7,9,2006,56,4
2617,38,6,27329,173,4,45,2016,75,2
1765,422,3,23664,374,9,17,2002,49,7
2232,436,9,12042,405,9,30,2000,21,1
2581,348,8,26555,237,5,19,2003,105,3
2610,260,5,14092,524,6,33,2019,130,3
2409,139,4,23007,388,2,45,2003,31,5
1313,336,5,14940,212,10,8,2005,14,6
741,225,9,9774,516,2,36,2002,47,5
928,323,9,1566,263,1,46,2017,132,6
1676,321,7,11039,266,6,37,2013,161,4
5,284,6,22030,429,9,34,2021,129,4
403,389,2,18279,233,8,26,2004,192,1
2811,59,7,4774,299,4,16,2001,63,4
1211,253,10,4037,530,6,11,2012,144,1
1759,173,5,19230,465,2,48,2018,108,7
1407,352,1,12209,638,2,44,2010,148,1
924,216,7,12523,618,8,25,2017,32,3
1062,350,2,7442,332,8,12,2003,84,7
291,268,2,28709,390,10,1,2016,152,7
1633,171,4,13168,644,7,35,2005,106,2
604,334,3,1071,258,4,27,2017,118,2
289,409,8,697,219,6,12,2002,159,4
1592,198,10,23446,443,3,38,2011,92,6
2199,122,4,25331,591,3,35,2001,175,7
2030,97,8,5358,556,4,18,2014,99,3
1127,40,7,14916,254,2,25,2007,173,5
2251,16,10,18428,545,6,34,2011,196,1
1097,426,7,15032,640,8,20,2008,191,4
1856,247,2,5009,311,7,8,2015,111,5
2241,429,9,226,280,7,25,2014,32,3
2249,161,9,2841,619,5,37,2008,44,6
1370,322,9,19421,169,1,12,2011,141,4
2266,291,7,9078,571,2,27,2000,160,2
1596,20,5,26861,365,3,42,2017,68,3
2862,348,7,19391,217,2,38,2004,50,6
785,34,5,12387,277,2,46,2005,91,5
2352,90,3,10021,516,1,11,2017,141,3
565,209,7,18559,359,5,49,2021,102,4
224,314,10,9253,504,3,42,2017,132,4
2218,405,8,14288,658,10,41,2013,47,5
2945,443,1,5126,525,3,2,2006,98,4
2903,2,5,9859,507,9,22,2020,121,2
2781,108,10,18873,495,2,27,2013,28,5
776,127,8,6492,624,8,10,2011,46,2
1197,198,8,29456,569,4,39,2007,154,4
2408,206,5,14953,538,1,49,2010,47,1
1891,50,7,27250,585,8,30,2018,8,3
1480,7,3,13310,237,9,32,2013,35,5
150,145,8,24565,111,4,35,2011,14,7
2485,306,3,2132,321,3,24,2020,50,1
606,289,9,27766,630,4,3,2010,132,5
280,193,10,26863,368,5,2,2005,134,2
2163,429,4,27305,539,4,24,2001,35,1
798,179,10,8053,150,8,24,2000,103,1
1103,102,2,27333,639,9,41,2018,48,6
1677,359,7,2751,606,1,32,2019,93,4
2852,343,1,803,218,1,43,2003,180,3
1024,405,1,18962,444,4,17,2014,101,7
146,313,1,12050,298,8,17,2009,96,6
2409,265,5,23812,165,2,4,2001,29,5
2266,422,4,12514,611,9,5,2003,48,5
197,98,6,22138,235,10,15,2008,158,4
2428,144,10,3753,184,10,15,2017,162,3
2072,117,9,11956,565,1,30,2015,191,6
1107,399,1,11865,585,7,23,2019,127,5
350,422,10,19867,147,4,29,2009,124,6
54,25,8,11855,265,4,34,2021,70,3
1682,13,4,17260,232,9,42,2015,94,3
2638,346,10,8144,336,1,16,2021,22,5
2332,117,10,1625,345,9,24,2019,22,3
1781,393,3,15061,541,4,38,2009,26,4
1785,336,1,3688,599,5,9,2019,121,5
2595,67,3,25599,586,2,26,2000,146,5
1145,438,8,10316,426,3,38,2006,105,1
1178,221,3,24920,244,7,5,2002,64,4
2211,28,10,7539,522,7,16,2011,51,6
1612,16,10,24083,213,9,29,2010,193,3
2236,265,6,3615,76,7,1,2013,192,1
2802,30,2,17887,617,1,48,2017,187,1
2659,129,10,25846,282,1,28,2002,126,1
1488,256,9,17985,234,5,34,2006,141,7
244,316,3,26312,94,4,36,2006,58,1
551,408,4,6463,308,1,28,2018,102,3
1646,251,10,4261,495,10,45,2016,85,2
739,364,6,4462,323,3,11,2015,187,5
2103,298,10,27888,677,1,19,2006,192,4
515,63,4,15232,398,2,22,2016,151,3
1626,321,9,10235,108,9,49,2014,4,3
84,378,4,3118,454,4,20,2005,170,2
809,257,7,19368,308,9,23,2013,1,1
2530,193,10,17788,388,8,1,2017,73,7
2816,205,9,23743,121,7,47,2018,37,4
82,234,7,25318,549,10,3,2000,25,1
462,43,4,18157,155,6,24,2009,141,4
356,382,1,15794,107,5,18,2010,158,1
532,198,4,13978,426,9,38,2014,161,2
2924,259,2,5105,669,5,26,2000,152,2
742,63,10,28325,667,9,41,2006,163,7
170,233,3,5782,114,7,13,2015,126,2
2050,247,10,7247,477,4,5,2009,121,2
1831,243,10,23280,613,5,27,2017,188,6
995,438,4,7105,639,10,34,2013,74,2
2397,105,7,3524,393,8,26,2017,143,6
939,237,10,15970,259,6,10,2002,7,2
711,68,1,7458,640,9,23,2006,127,5
1551,97,3,28281,203,3,42,2006,163,6
2960,427,6,27375,333,8,11,2005,162,3
987,157,7,5087,103,1,25,2012,36,7
2197,446,4,21395,397,7,47,2015,112,7
1061,307,5,15574,686,4,19,2009,114,1
2557,450,10,24820,475,10,33,2003,181,2
864,37,5,21131,523,3,44,2018,71,3
1330,201,6,14914,161,8,30,2016,19,6
68,198,9,9493,558,4,15,2010,43,2
2254,76,10,24656,607,6,40,2016,9,1
2556,76,7,20665,417,4,28,2009,62,2
2801,164,5,1173,130,6,46,2005,69,5
955,135,7,2136,332,7,13,2014,90,1
1452,251,8,28331,229,5,34,2000,18,3
2332,113,3,29918,511,1,21,2010,153,1
982,45,9,21240,693,3,44,2005,60,2
1993,289,5,18780,237,9,8,2021,90,7
2748,356,7,26060,406,2,32,2016,144,7
2840,306,1,19758,227,4,6,2000,63,3
600,315,8,7313,78,6,50,2002,129,2
1318,66,1,6893,271,1,37,2009,27,4
