city,date,rate,state
Hyderabad,2018-02-23,75.81,Telangana
Hyderabad,2018-02-26,75.72,Telangana
Hyderabad,2018-02-27,75.7,Telangana
Hyderabad,2018-03-01,75.84,Telangana
Hyderabad,2018-03-02,76.03,Telangana
Hyderabad,2018-03-05,76.64,Telangana
Hyderabad,2018-03-06,76.71,Telangana
Hyderabad,2018-03-09,76.75,Telangana
Hyderabad,2018-03-12,76.78,Telangana
Hyderabad,2018-03-13,76.8,Telangana
Hyderabad,2018-03-15,76.78,Telangana
Hyderabad,2018-03-16,76.69,Telangana
Hyderabad,2018-03-19,76.5,Telangana
Hyderabad,2018-03-20,76.51,Telangana
Hyderabad,2018-03-22,76.57,Telangana
Hyderabad,2018-03-23,76.62,Telangana
Hyderabad,2018-03-26,77.14,Telangana
Hyderabad,2018-03-27,77.25,Telangana
Hyderabad,2018-03-29,77.44,Telangana
Hyderabad,2018-03-30,77.69,Telangana
Hyderabad,2018-04-02,78.21,Telangana
Hyderabad,2018-04-03,78.35,Telangana
Hyderabad,2018-04-05,78.39,Telangana
Hyderabad,2018-04-09,78.4,Telangana
Hyderabad,2018-04-10,78.39,Telangana
Hyderabad,2018-04-12,78.34,Telangana
Hyderabad,2018-04-13,78.31,Telangana
Hyderabad,2018-04-16,78.43,Telangana
Hyderabad,2018-04-19,78.48,Telangana
Hyderabad,2018-04-20,78.49,Telangana
Hyderabad,2018-04-23,78.94,Telangana
Hyderabad,2018-04-24,79.08,Telangana
Hyderabad,2018-05-14,79.27,Telangana
Hyderabad,2018-05-15,79.43,Telangana
Hyderabad,2018-05-16,79.59,Telangana
Hyderabad,2018-05-17,79.82,Telangana
Hyderabad,2018-05-18,79.27,Telangana
Hyderabad,2018-05-21,81.15,Telangana
Hyderabad,2018-05-22,81.47,Telangana
Hyderabad,2018-05-23,81.79,Telangana
Hyderabad,2018-05-24,82.11,Telangana
Hyderabad,2018-05-25,82.49,Telangana
Hyderabad,2018-05-26,82.64,Telangana
Hyderabad,2018-05-27,82.8,Telangana
Hyderabad,2018-05-28,82.96,Telangana
Hyderabad,2018-05-29,83.13,Telangana
Hyderabad,2018-05-31,83.04,Telangana
Hyderabad,2018-06-01,82.98,Telangana
Hyderabad,2018-06-02,82.88,Telangana
Hyderabad,2018-06-03,82.79,Telangana
Hyderabad,2018-06-04,82.63,Telangana
Hyderabad,2018-06-05,82.49,Telangana
Hyderabad,2018-06-06,82.37,Telangana
Hyderabad,2018-06-07,82.28,Telangana
Hyderabad,2018-06-08,82.05,Telangana
Hyderabad,2018-06-09,81.63,Telangana
Hyderabad,2018-06-10,81.37,Telangana
Hyderabad,2018-06-11,81.16,Telangana
Hyderabad,2018-06-12,81.0,Telangana
Hyderabad,2018-06-15,80.92,Telangana
Hyderabad,2018-06-19,80.83,Telangana
Hyderabad,2018-06-21,80.71,Telangana
Hyderabad,2018-06-22,80.57,Telangana
Hyderabad,2018-06-23,80.47,Telangana
Hyderabad,2018-06-24,80.32,Telangana
Hyderabad,2018-06-25,80.22,Telangana
Hyderabad,2018-06-26,80.07,Telangana
Hyderabad,2018-07-05,80.24,Telangana
Hyderabad,2018-07-06,80.39,Telangana
Hyderabad,2018-07-09,80.93,Telangana
Hyderabad,2018-07-10,81.11,Telangana
Hyderabad,2018-07-12,81.17,Telangana
Hyderabad,2018-07-13,81.35,Telangana
Hyderabad,2018-07-16,81.44,Telangana
Hyderabad,2018-07-20,81.27,Telangana
Hyderabad,2018-07-23,80.93,Telangana
Hyderabad,2018-07-24,80.86,Telangana
Hyderabad,2018-07-30,80.88,Telangana
Hyderabad,2018-07-31,80.94,Telangana
Hyderabad,2018-08-02,81.08,Telangana
Hyderabad,2018-08-03,81.16,Telangana
Hyderabad,2018-08-06,81.66,Telangana
Hyderabad,2018-08-07,81.75,Telangana
Hyderabad,2018-08-13,81.84,Telangana
Hyderabad,2018-08-16,81.89,Telangana
Hyderabad,2018-08-20,82.21,Telangana
Hyderabad,2018-08-21,82.3,Telangana
Hyderabad,2018-08-24,82.4,Telangana
Hyderabad,2018-08-25,76.47,Telangana
Hyderabad,2018-08-26,76.55,Telangana
Hyderabad,2018-08-27,82.66,Telangana
Hyderabad,2018-08-28,82.8,Telangana
Hyderabad,2018-08-29,82.94,Telangana
Hyderabad,2018-08-30,83.07,Telangana
Hyderabad,2018-08-31,83.3,Telangana
Hyderabad,2018-09-03,84.01,Telangana
Hyderabad,2018-09-04,84.18,Telangana
Hyderabad,2018-09-06,84.4,Telangana
Hyderabad,2018-09-07,84.91,Telangana
Hyderabad,2018-09-10,85.69,Telangana
Hyderabad,2018-09-11,85.84,Telangana
Hyderabad,2018-09-13,85.98,Telangana
Hyderabad,2018-09-14,86.28,Telangana
Hyderabad,2018-09-15,86.65,Telangana
Hyderabad,2018-09-16,86.95,Telangana
Hyderabad,2018-09-17,87.11,Telangana
Hyderabad,2018-09-18,87.21,Telangana
Hyderabad,2018-09-20,87.28,Telangana
Hyderabad,2018-09-21,87.38,Telangana
Hyderabad,2018-09-23,87.67,Telangana
Hyderabad,2018-09-24,87.79,Telangana
Hyderabad,2018-09-25,87.94,Telangana
Hyderabad,2018-09-27,88.09,Telangana
Hyderabad,2018-09-28,88.32,Telangana
Hyderabad,2018-09-30,88.61,Telangana
Hyderabad,2018-10-01,88.85,Telangana
Hyderabad,2018-10-02,88.96,Telangana
Hyderabad,2018-10-04,89.11,Telangana
Hyderabad,2018-10-05,86.45,Telangana
Hyderabad,2018-10-06,86.65,Telangana
Hyderabad,2018-10-07,86.79,Telangana
Hyderabad,2018-10-08,87.02,Telangana
Hyderabad,2018-10-09,87.26,Telangana
Hyderabad,2018-10-11,87.37,Telangana
Hyderabad,2018-10-12,87.5,Telangana
Hyderabad,2018-10-13,87.69,Telangana
Hyderabad,2018-10-14,87.75,Telangana
Hyderabad,2018-10-16,87.87,Telangana
Hyderabad,2018-10-18,87.64,Telangana
Hyderabad,2018-10-19,87.39,Telangana
Hyderabad,2018-10-20,86.98,Telangana
Hyderabad,2018-10-22,86.39,Telangana
Hyderabad,2018-10-23,86.28,Telangana
Hyderabad,2018-10-24,86.19,Telangana
Hyderabad,2018-10-25,86.03,Telangana
Hyderabad,2018-10-26,85.76,Telangana
Hyderabad,2018-10-29,84.6,Telangana
Hyderabad,2018-10-30,84.38,Telangana
Hyderabad,2018-11-01,84.19,Telangana
Hyderabad,2018-11-02,84.02,Telangana
Hyderabad,2018-11-05,83.39,Telangana
Hyderabad,2018-11-06,83.24,Telangana
Hyderabad,2018-11-12,82.33,Telangana
Hyderabad,2018-11-13,82.19,Telangana
Hyderabad,2018-11-15,82.03,Telangana
Hyderabad,2018-11-16,81.84,Telangana
Hyderabad,2018-11-19,81.23,Telangana
Hyderabad,2018-11-20,81.08,Telangana
Hyderabad,2018-11-22,80.64,Telangana
Hyderabad,2018-11-23,80.22,Telangana
Hyderabad,2018-11-26,79.07,Telangana
Hyderabad,2018-11-27,78.62,Telangana
Hyderabad,2018-11-28,78.09,Telangana
Hyderabad,2018-11-29,77.74,Telangana
Hyderabad,2018-11-30,77.35,Telangana
Hyderabad,2018-12-01,76.98,Telangana
Hyderabad,2018-12-02,76.64,Telangana
Hyderabad,2018-12-03,76.31,Telangana
Hyderabad,2018-12-04,76.09,Telangana
Hyderabad,2018-12-06,75.66,Telangana
Hyderabad,2018-12-07,75.24,Telangana
Hyderabad,2018-12-10,74.59,Telangana
Hyderabad,2018-12-11,74.42,Telangana
Hyderabad,2018-12-13,74.51,Telangana
Hyderabad,2018-12-17,74.77,Telangana
Hyderabad,2018-12-18,74.88,Telangana
Hyderabad,2018-12-21,74.69,Telangana
Hyderabad,2018-12-24,74.06,Telangana
Hyderabad,2018-12-25,73.98,Telangana
Hyderabad,2018-12-27,73.93,Telangana
Hyderabad,2018-12-28,73.73,Telangana
Hyderabad,2018-12-31,72.97,Telangana
Hyderabad,2019-01-02,72.87,Telangana
Hyderabad,2019-01-04,72.64,Telangana
Hyderabad,2019-01-07,72.71,Telangana
Hyderabad,2019-01-10,73.11,Telangana
Hyderabad,2019-01-11,73.31,Telangana
Hyderabad,2019-01-14,74.44,Telangana
Hyderabad,2019-01-16,74.65,Telangana
Hyderabad,2019-01-17,74.8,Telangana
Hyderabad,2019-01-18,74.89,Telangana
Hyderabad,2019-01-21,75.51,Telangana
Hyderabad,2019-01-22,75.65,Telangana
Hyderabad,2019-01-29,75.57,Telangana
Hyderabad,2019-01-31,75.46,Telangana
Hyderabad,2019-02-01,75.21,Telangana
Hyderabad,2019-02-05,74.68,Telangana
Hyderabad,2019-02-08,74.62,Telangana
Hyderabad,2019-02-11,74.56,Telangana
Hyderabad,2019-02-14,74.63,Telangana
Hyderabad,2019-02-15,74.7,Telangana
Hyderabad,2019-02-18,75.18,Telangana
Hyderabad,2019-02-19,75.29,Telangana
Hyderabad,2019-02-22,75.59,Telangana
Hyderabad,2019-02-25,75.89,Telangana
Hyderabad,2019-02-26,75.99,Telangana
Hyderabad,2019-02-28,76.06,Telangana
Hyderabad,2019-03-01,76.17,Telangana
Hyderabad,2019-03-04,76.56,Telangana
Hyderabad,2019-03-05,76.63,Telangana
Hyderabad,2019-03-11,76.86,Telangana
Hyderabad,2019-03-12,76.81,Telangana
Hyderabad,2019-03-14,76.89,Telangana
Hyderabad,2019-03-15,76.96,Telangana
Hyderabad,2019-03-18,77.2,Telangana
Hyderabad,2019-03-21,77.13,Telangana
Hyderabad,2019-03-22,77.18,Telangana
Hyderabad,2019-03-23,77.24,Telangana
Hyderabad,2019-03-24,77.29,Telangana
Hyderabad,2019-03-28,77.24,Telangana
Hyderabad,2019-04-01,77.32,Telangana
Hyderabad,2019-04-05,77.37,Telangana
Hyderabad,2019-04-08,77.31,Telangana
Hyderabad,2019-04-09,77.25,Telangana
Hyderabad,2019-04-12,77.32,Telangana
Hyderabad,2019-04-15,77.44,Telangana
Hyderabad,2019-04-16,77.39,Telangana
Hyderabad,2019-04-20,77.47,Telangana
Hyderabad,2019-04-22,77.41,Telangana
Hyderabad,2019-04-25,77.49,Telangana
Hyderabad,2019-04-27,77.55,Telangana
Hyderabad,2019-04-30,77.6,Telangana
Hyderabad,2019-05-02,77.53,Telangana
Hyderabad,2019-05-04,77.54,Telangana
Hyderabad,2019-05-05,77.47,Telangana
Hyderabad,2019-05-06,77.4,Telangana
Hyderabad,2019-05-09,77.23,Telangana
Hyderabad,2019-05-10,77.01,Telangana
Hyderabad,2019-05-11,76.5,Telangana
Hyderabad,2019-05-12,76.05,Telangana
Hyderabad,2019-05-13,75.73,Telangana
Hyderabad,2019-05-14,75.47,Telangana
Hyderabad,2019-05-17,75.38,Telangana
Hyderabad,2019-05-18,75.31,Telangana
Hyderabad,2019-05-20,75.4,Telangana
Hyderabad,2019-05-21,75.45,Telangana
Hyderabad,2019-05-23,75.54,Telangana
Hyderabad,2019-05-24,75.69,Telangana
Hyderabad,2019-05-25,75.84,Telangana
Hyderabad,2019-05-26,75.99,Telangana
Hyderabad,2019-05-27,76.09,Telangana
Hyderabad,2019-05-28,76.19,Telangana
Hyderabad,2019-05-30,76.12,Telangana
Hyderabad,2019-05-31,76.05,Telangana
Hyderabad,2019-06-02,75.96,Telangana
Hyderabad,2019-06-03,75.75,Telangana
Hyderabad,2019-06-04,75.67,Telangana
Hyderabad,2019-06-06,75.5,Telangana
Hyderabad,2019-06-07,75.37,Telangana
Hyderabad,2019-06-10,74.82,Telangana
Hyderabad,2019-06-13,74.74,Telangana
Hyderabad,2019-06-14,74.56,Telangana
Hyderabad,2019-06-15,74.36,Telangana
Hyderabad,2019-06-16,74.29,Telangana
Hyderabad,2019-06-24,74.42,Telangana
Hyderabad,2019-06-27,74.5,Telangana
Hyderabad,2019-06-28,74.55,Telangana
Hyderabad,2019-06-29,74.66,Telangana
Hyderabad,2019-06-30,74.76,Telangana
Hyderabad,2019-07-01,74.86,Telangana
Hyderabad,2019-07-02,74.94,Telangana
Hyderabad,2019-07-06,77.53,Telangana
Hyderabad,2019-07-09,77.48,Telangana
Hyderabad,2019-07-13,77.57,Telangana
Hyderabad,2019-07-14,77.67,Telangana
Hyderabad,2019-07-15,77.8,Telangana
Hyderabad,2019-07-16,77.87,Telangana
Hyderabad,2019-07-18,77.95,Telangana
Hyderabad,2019-07-23,78.02,Telangana
Hyderabad,2019-07-25,77.95,Telangana
Hyderabad,2019-07-26,77.89,Telangana
Hyderabad,2019-07-27,77.84,Telangana
Hyderabad,2019-07-28,77.73,Telangana
Hyderabad,2019-07-29,77.57,Telangana
Hyderabad,2019-07-30,77.43,Telangana
Hyderabad,2019-08-01,77.37,Telangana
Hyderabad,2019-08-02,77.2,Telangana
Hyderabad,2019-08-03,77.12,Telangana
Hyderabad,2019-08-04,77.03,Telangana
Hyderabad,2019-08-05,76.87,Telangana
Hyderabad,2019-08-06,76.78,Telangana
Hyderabad,2019-08-08,76.72,Telangana
Hyderabad,2019-08-09,76.56,Telangana
Hyderabad,2019-08-11,76.47,Telangana
Hyderabad,2019-08-18,76.38,Telangana
Hyderabad,2019-08-19,76.31,Telangana
Hyderabad,2019-08-24,76.39,Telangana
Hyderabad,2019-08-25,76.47,Telangana
Hyderabad,2019-08-26,76.55,Telangana
Hyderabad,2019-08-27,76.55,Telangana
Hyderabad,2019-08-29,76.49,Telangana
Hyderabad,2019-09-05,76.46,Telangana
Hyderabad,2019-09-06,76.36,Telangana
Hyderabad,2019-09-07,76.27,Telangana
Hyderabad,2019-09-08,76.2,Telangana
Hyderabad,2019-09-10,76.26,Telangana
Hyderabad,2019-09-12,76.32,Telangana
Hyderabad,2019-09-13,76.4,Telangana
Hyderabad,2019-09-14,76.48,Telangana
Hyderabad,2019-09-15,76.54,Telangana
Hyderabad,2019-09-17,76.69,Telangana
Hyderabad,2019-09-18,76.96,Telangana
Hyderabad,2019-09-19,77.27,Telangana
Hyderabad,2019-09-20,77.64,Telangana
Hyderabad,2019-09-21,77.95,Telangana
Hyderabad,2019-09-22,78.23,Telangana
Hyderabad,2019-09-23,78.54,Telangana
Hyderabad,2019-09-24,78.77,Telangana
Hyderabad,2019-09-26,78.84,Telangana
Hyderabad,2019-09-27,79.0,Telangana
Hyderabad,2019-09-30,79.08,Telangana
Hyderabad,2019-10-01,79.31,Telangana
Hyderabad,2019-10-03,79.21,Telangana
Hyderabad,2019-10-04,79.01,Telangana
Hyderabad,2019-10-05,78.71,Telangana
Hyderabad,2019-10-07,78.41,Telangana
Hyderabad,2019-10-08,78.23,Telangana
Hyderabad,2019-10-10,78.18,Telangana
Hyderabad,2019-10-11,78.05,Telangana
Hyderabad,2019-10-12,77.94,Telangana
Hyderabad,2019-10-15,77.89,Telangana
Hyderabad,2019-10-22,77.84,Telangana
Hyderabad,2019-10-24,77.78,Telangana
Hyderabad,2019-10-25,77.67,Telangana
Hyderabad,2019-10-26,77.58,Telangana
Hyderabad,2019-10-29,77.52,Telangana
Hyderabad,2019-11-01,77.39,Telangana
Hyderabad,2019-11-02,77.31,Telangana
Hyderabad,2019-11-03,77.26,Telangana
Hyderabad,2019-11-04,77.17,Telangana
Hyderabad,2019-11-05,77.11,Telangana
Hyderabad,2019-11-08,77.22,Telangana
Hyderabad,2019-11-09,77.38,Telangana
Hyderabad,2019-11-10,77.59,Telangana
Hyderabad,2019-11-11,77.75,Telangana
Hyderabad,2019-11-13,77.86,Telangana
Hyderabad,2019-11-14,78.02,Telangana
Hyderabad,2019-11-15,78.21,Telangana
Hyderabad,2019-11-16,78.36,Telangana
Hyderabad,2019-11-17,78.48,Telangana
Hyderabad,2019-11-18,78.65,Telangana
Hyderabad,2019-11-19,78.81,Telangana
Hyderabad,2019-11-22,78.97,Telangana
Hyderabad,2019-11-23,79.07,Telangana
Hyderabad,2019-11-24,79.17,Telangana
Hyderabad,2019-11-25,79.3,Telangana
Hyderabad,2019-11-26,79.41,Telangana
Hyderabad,2019-11-29,79.46,Telangana
Hyderabad,2019-11-30,79.513,Telangana
Hyderabad,2019-12-01,79.64,Telangana
Hyderabad,2019-12-07,79.55,Telangana
Hyderabad,2019-12-08,79.64,Telangana
Hyderabad,2019-12-09,79.69,Telangana
Hyderabad,2019-12-10,79.7,Telangana
